in,Lon,Lat,x,y,q,tc,te,tl,Node
CT-2122.02,-118.2879442,34.05637062,-1.979,0.564,133,2.217,8,20,1235
CT-2122.03,-118.2903684,34.05976701,-2.117,0.798,101,1.683,8,20,1236
CT-2122.04,-118.2865445,34.05983009,-1.898,0.803,145,2.417,8,20,1352
CT-2123.03,-118.2935266,34.05976816,-2.298,0.799,150,2.5,8,20,1236
CT-2123.04,-118.2979266,34.05985862,-2.55,0.805,63,1.05,8,20,1236
CT-2123.05,-118.2981746,34.05610865,-2.564,0.546,175,2.917,8,20,1235
CT-2123.06,-118.2940848,34.05613284,-2.33,0.547,158,2.633,8,20,1235
CT-2124.1,-118.3022383,34.05956555,-2.797,0.785,145,2.417,8,20,1232
CT-2124.2,-118.3019899,34.05609248,-2.783,0.545,124,2.067,8,20,1231
CT-2125.01,-118.3053759,34.05607488,-2.976,0.543,63,1.05,8,20,1231
CT-2125.02,-118.3069796,34.05864655,-3.068,0.721,86,1.433,8,20,1232
CT-2126.1,-118.313882,34.05984962,-3.463,0.804,183,3.05,8,20,1213
CT-2126.2,-118.3130719,34.05636559,-3.417,0.563,144,2.4,8,20,1231
CT-2127.01,-118.3193261,34.05430856,-3.775,0.421,92,1.533,8,20,1211
CT-2127.02,-118.3262029,34.05851955,-4.169,0.712,140,2.333,8,20,1211
CT-2128,-118.3306107,34.05187108,-4.421,0.253,125,2.083,8,20,1212
CT-2129,-118.3215271,34.04945895,-3.901,0.086,193,3.217,8,20,1211
CT-2131,-118.312705,34.05064132,-3.396,0.168,162,2.7,8,20,1231
CT-2132.01,-118.3045423,34.05266069,-2.929,0.307,163,2.717,8,20,1231
CT-2132.02,-118.3045157,34.04903423,-2.927,0.057,171,2.85,8,20,1222
CT-2133.1,-118.2979037,34.05087916,-2.549,0.184,95,1.583,8,20,1235
CT-2133.2,-118.2937122,34.05088793,-2.309,0.185,99,1.65,8,20,1235
CT-2134.01,-118.2879148,34.05371179,-1.977,0.38,215,3.583,8,20,1235
CT-2134.02,-118.2879004,34.04984538,-1.976,0.113,206,3.433,8,20,1234
CT-2140,-118.3485142,34.0748584,-5.445,1.841,226,3.767,8,20,1210
CT-2141,-118.3392861,34.07466887,-4.917,1.828,154,2.567,8,20,1210
CT-2144,-118.3573398,34.07817147,-5.95,2.07,111,1.85,8,20,975
CT-2145.01,-118.357907,34.0712411,-5.983,1.591,134,2.233,8,20,975
CT-2145.03,-118.3541278,34.06684672,-5.767,1.288,121,2.017,8,20,974
CT-2145.04,-118.3502017,34.06712572,-5.542,1.307,149,2.483,8,20,1209
CT-2145.05,-118.3506474,34.06896143,-5.567,1.434,35,0.583,8,20,1209
CT-2146,-118.3656566,34.0727923,-6.426,1.699,79,1.317,8,20,975
CT-2147,-118.3661651,34.06650173,-6.456,1.264,104,1.733,8,20,974
CT-2148,-118.3730644,34.07139383,-6.85,1.602,102,1.7,8,20,968
CT-2149.02,-118.3801019,34.07296176,-7.253,1.71,100,1.667,8,20,963
CT-2149.03,-118.3892029,34.07425173,-7.774,1.799,63,1.05,8,20,936
CT-2149.04,-118.3857387,34.07431253,-7.575,1.804,56,0.933,8,20,936
CT-2151.01,-118.3540215,34.06365559,-5.761,1.067,113,1.883,8,20,974
CT-2151.02,-118.3456139,34.06499485,-5.279,1.16,79,1.317,8,20,1209
CT-2161,-118.3379842,34.05693042,-4.843,0.602,72,1.2,8,20,1209
CT-2162.01,-118.3477151,34.05940417,-5.4,0.773,93,1.55,8,20,1207
CT-2162.02,-118.3487487,34.05503826,-5.459,0.472,87,1.45,8,20,1207
CT-2163.01,-118.3681343,34.06111785,-6.569,0.892,73,1.217,8,20,972
CT-2163.02,-118.3575213,34.05906718,-5.961,0.75,110,1.833,8,20,973
CT-2164.01,-118.3797443,34.0567051,-7.234,0.587,137,2.283,8,20,934
CT-2164.02,-118.3804486,34.06115833,-7.274,0.895,89,1.483,8,20,934
CT-2167,-118.3719612,34.04824995,-6.789,0.003,129,2.15,8,20,933
CT-2168,-118.3706165,34.05578893,-6.711,0.524,141,2.35,8,20,933
CT-2169.01,-118.3635988,34.04756136,-6.31,-0.045,109,1.817,8,20,960
CT-2169.02,-118.3622608,34.05421689,-6.233,0.415,99,1.65,8,20,973
CT-2170.01,-118.3870422,34.05238852,-7.652,0.289,183,3.05,8,20,933
CT-2170.02,-118.3805055,34.04953823,-7.278,0.092,179,2.983,8,20,933
CT-2171.01,-118.3554797,34.04652891,-5.845,-0.116,149,2.483,8,20,1194
CT-2171.02,-118.3538019,34.05089663,-5.749,0.186,97,1.617,8,20,1205
CT-2172,-118.3424716,34.04958887,-5.1,0.095,161,2.683,8,20,1206
CT-2181.1,-118.3275654,34.0443303,-4.247,-0.268,151,2.517,8,20,1204
CT-2181.2,-118.3206881,34.04356798,-3.854,-0.321,195,3.25,8,20,1212
CT-2182.1,-118.3423178,34.04279559,-5.092,-0.374,184,3.067,8,20,1196
CT-2182.2,-118.3349041,34.04340605,-4.668,-0.332,148,2.467,8,20,1203
CT-2183,-118.354913,34.04228677,-5.813,-0.409,196,3.267,8,20,1194
CT-2184,-118.3592464,34.03693269,-6.062,-0.779,235,3.917,8,20,961
CT-2185,-118.3505816,34.03739055,-5.566,-0.748,103,1.717,8,20,1195
CT-2186,-118.3427556,34.03718865,-5.117,-0.762,105,1.75,8,20,1197
CT-2187.01,-118.333318,34.0373937,-4.577,-0.747,73,1.217,8,20,1200
CT-2187.02,-118.3337887,34.0334122,-4.604,-1.023,89,1.483,8,20,1198
CT-2188,-118.3230217,34.03778457,-3.987,-0.72,113,1.883,8,20,1202
CT-2189,-118.3230293,34.03269899,-3.988,-1.072,233,3.883,8,20,1202
CT-2190.1,-118.3229384,34.02761919,-3.983,-1.423,139,2.317,8,20,1202
CT-2190.2,-118.3226851,34.02221318,-3.969,-1.796,361,6.017,8,20,1181
CT-2193,-118.3318422,34.02676363,-4.493,-1.482,177,2.95,8,20,1192
CT-2195,-118.340577,34.0209239,-4.994,-1.885,99,1.65,8,20,1191
CT-2197,-118.3490813,34.02776112,-5.48,-1.413,249,4.15,8,20,962
CT-2198,-118.3547722,34.0299439,-5.806,-1.262,126,2.1,8,20,951
CT-2199.01,-118.3605348,34.0297426,-6.136,-1.276,263,4.383,8,20,961
CT-2199.02,-118.3686821,34.03004028,-6.603,-1.256,112,1.867,8,20,953
CT-2200,-118.340205,34.02784553,-4.972,-1.407,226,3.767,8,20,1192
CT-2201,-118.3667173,34.02385428,-6.491,-1.683,103,1.717,8,20,948
CT-2211.1,-118.2878409,34.04572439,-1.973,-0.172,205,3.417,8,20,1317
CT-2211.2,-118.2879094,34.04210494,-1.977,-0.422,175,2.917,8,20,1314
CT-2212.1,-118.3028754,34.04366729,-2.834,-0.314,155,2.583,8,20,1220
CT-2212.2,-118.2960336,34.0435785,-2.442,-0.32,126,2.1,8,20,1230
CT-2213.02,-118.3115043,34.0417505,-3.328,-0.446,194,3.233,8,20,1220
CT-2213.03,-118.3084506,34.04538733,-3.153,-0.195,142,2.367,8,20,1220
CT-2213.04,-118.3146583,34.04536688,-3.508,-0.197,182,3.033,8,20,1222
CT-2214.01,-118.3132816,34.03389083,-3.43,-0.989,159,2.65,8,20,1218
CT-2214.02,-118.3090596,34.03844786,-3.188,-0.675,166,2.767,8,20,1221
CT-2215,-118.3046494,34.03485037,-2.936,-0.923,194,3.233,8,20,1225
CT-2216.01,-118.2959387,34.03482142,-2.437,-0.925,156,2.6,8,20,1227
CT-2216.02,-118.2921149,34.0384347,-2.218,-0.676,96,1.6,8,20,1228
CT-2217.1,-118.2876437,34.03470315,-1.962,-0.933,108,1.8,8,20,1310
CT-2218.1,-118.2923137,34.03066162,-2.229,-1.213,85,1.417,8,20,1226
CT-2218.2,-118.2865107,34.03045746,-1.897,-1.227,75,1.25,8,20,1308
CT-2219,-118.2895702,34.02677194,-2.072,-1.481,139,2.317,8,20,1224
CT-2220.01,-118.3132927,34.02820029,-3.431,-1.383,106,1.767,8,20,1216
CT-2220.02,-118.3132904,34.02189624,-3.431,-1.818,267,4.45,8,20,1215
CT-2221,-118.3023899,34.02732183,-2.806,-1.443,229,3.817,8,20,1216
CT-2222,-118.3024278,34.03092153,-2.809,-1.195,222,3.7,8,20,1225
CT-2225,-118.304563,34.02185459,-2.931,-1.821,327,5.45,8,20,1215
CT-2226,-118.2958832,34.0218473,-2.434,-1.822,198,3.3,8,20,1224
CT-2227,-118.2856722,34.02093444,-1.849,-1.885,237,3.95,8,20,1300
CT-2240.1,-118.26591,34.03676847,-0.717,-0.791,101,1.683,8,20,1344
CT-2240.2,-118.2686691,34.03048757,-0.875,-1.225,150,2.5,8,20,1337
CT-2242,-118.2767304,34.0406262,-1.337,-0.524,130,2.167,8,20,1318
CT-2243.1,-118.2827335,34.04438885,-1.68,-0.264,103,1.717,8,20,1314
CT-2243.2,-118.2808663,34.04158986,-1.574,-0.458,137,2.283,8,20,1313
CT-2244.1,-118.2799916,34.03514181,-1.524,-0.903,103,1.717,8,20,1315
CT-2244.2,-118.276916,34.03165435,-1.348,-1.144,82,1.367,8,20,1326
CT-2246,-118.2718145,34.02230373,-1.056,-1.79,205,3.417,8,20,1321
CT-2247.01,-118.2806824,34.02863441,-1.563,-1.353,117,1.95,8,20,1308
CT-2247.02,-118.2796155,34.02486443,-1.502,-1.613,103,1.717,8,20,1302
CT-2260.01,-118.2502832,34.02448515,0.177,-1.639,160,2.667,8,20,1371
CT-2260.02,-118.2477829,34.03262349,0.321,-1.077,70,1.167,8,20,1382
CT-2264.1,-118.2622936,34.02420446,-0.51,-1.659,246,4.1,8,20,1329
CT-2264.2,-118.2570745,34.02184681,-0.211,-1.822,317,5.283,8,20,1369
CT-2267.01,-118.2647888,34.01764446,-0.653,-2.112,286,4.767,8,20,1322
CT-2267.02,-118.2596931,34.01708743,-0.361,-2.151,488,8.133,8,20,1329
CT-2270.1,-118.2470091,34.01853039,0.365,-2.051,446,7.433,8,20,1374
CT-2270.2,-118.2519452,34.01575852,0.082,-2.242,204,3.4,8,20,1369
CT-2281,-118.2439729,34.00962195,0.539,-2.666,410,6.833,8,20,1280
CT-2282.1,-118.253494,34.01041685,-0.006,-2.611,286,4.767,8,20,1267
CT-2282.2,-118.2513315,34.00605038,0.117,-2.913,354,5.9,8,20,1278
CT-2283.1,-118.2624282,34.01135579,-0.518,-2.547,332,5.533,8,20,1266
CT-2283.2,-118.2636482,34.00782673,-0.588,-2.79,314,5.233,8,20,1266
CT-2284.1,-118.2691254,34.01374485,-0.902,-2.382,298,4.967,8,20,1322
CT-2284.2,-118.2719036,34.00826473,-1.061,-2.76,347,5.783,8,20,1263
CT-2285,-118.2690769,34.00349682,-0.899,-3.09,411,6.85,8,20,1266
CT-2286,-118.2608782,34.00369839,-0.429,-3.076,371,6.183,8,20,1278
CT-2287.1,-118.2543025,33.99937283,-0.053,-3.375,276,4.6,8,20,1278
CT-2287.2,-118.2499528,33.99937189,0.196,-3.375,407,6.783,8,20,1280
CT-2288,-118.2432687,33.99925179,0.579,-3.383,416,6.933,8,20,1285
CT-2289,-118.2430265,33.99205926,0.593,-3.88,225,3.75,8,20,1277
CT-2291,-118.252108,33.99216558,0.073,-3.873,459,7.65,8,20,1265
CT-2292,-118.2608405,33.99827637,-0.427,-3.45,309,5.15,8,20,1264
CT-2293,-118.2696831,33.99807647,-0.934,-3.464,413,6.883,8,20,1264
CT-2294.1,-118.269574,33.99224079,-0.928,-3.867,323,5.383,8,20,1264
CT-2294.2,-118.2608299,33.99253597,-0.427,-3.847,288,4.8,8,20,1264
CT-2311,-118.2765701,34.01525266,-1.328,-2.277,215,3.583,8,20,1303
CT-2312.1,-118.2980404,34.01453338,-2.558,-2.327,229,3.817,8,20,1189
CT-2312.2,-118.2893875,34.0145683,-2.062,-2.325,258,4.3,8,20,1223
CT-2313.01,-118.3020941,34.0153598,-2.79,-2.27,117,1.95,8,20,1215
CT-2313.02,-118.3059068,34.01405809,-3.008,-2.36,152,2.533,8,20,1187
CT-2314,-118.3130117,34.01455968,-3.415,-2.325,247,4.117,8,20,1187
CT-2315,-118.3108388,34.00728251,-3.291,-2.828,275,4.583,8,20,1187
CT-2316.01,-118.3023721,34.0072749,-2.806,-2.829,125,2.083,8,20,1187
CT-2316.02,-118.2980452,34.00727666,-2.558,-2.828,98,1.633,8,20,1189
CT-2316.03,-118.293727,34.00728314,-2.311,-2.828,162,2.7,8,20,1189
CT-2317.1,-118.2893698,34.00731849,-2.061,-2.826,193,3.217,8,20,1189
CT-2317.2,-118.2840832,34.00745116,-1.759,-2.816,273,4.55,8,20,1257
CT-2318,-118.2774773,34.00744952,-1.38,-2.817,408,6.8,8,20,1259
CT-2319.01,-118.2761499,33.99830744,-1.304,-3.448,160,2.667,8,20,1256
CT-2319.02,-118.2782635,34.00088605,-1.425,-3.27,272,4.533,8,20,1258
CT-2321.1,-118.28933,33.99949962,-2.059,-3.366,155,2.583,8,20,1188
CT-2321.2,-118.2839437,33.9996797,-1.751,-3.353,330,5.5,8,20,1256
CT-2322,-118.2978857,34.00172911,-2.549,-3.212,207,3.45,8,20,1189
CT-2323,-118.2981963,33.99742764,-2.567,-3.509,356,5.933,8,20,1188
CT-2324.01,-118.3082356,34.00019757,-3.142,-3.318,224,3.733,8,20,1187
CT-2324.02,-118.3135852,33.99853991,-3.449,-3.432,132,2.2,8,20,1186
CT-2325,-118.3108288,33.99208826,-3.291,-3.878,256,4.267,8,20,1186
CT-2326.01,-118.302364,33.99211312,-2.806,-3.876,98,1.633,8,20,1186
CT-2326.02,-118.295849,33.99208933,-2.433,-3.878,282,4.7,8,20,1188
CT-2327.01,-118.2893084,33.99220465,-2.058,-3.87,156,2.6,8,20,1188
CT-2327.02,-118.28376,33.99244065,-1.74,-3.854,261,4.35,8,20,1252
CT-2328,-118.2772005,33.99240278,-1.365,-3.856,355,5.917,8,20,1256
CT-2340.01,-118.3235561,34.01261048,-4.019,-2.46,101,1.683,8,20,1181
CT-2340.02,-118.3190317,34.01146974,-3.76,-2.539,119,1.983,8,20,1181
CT-2342,-118.3311645,34.01641229,-4.455,-2.197,99,1.65,8,20,1191
CT-2343.01,-118.331369,34.00781487,-4.467,-2.791,65,1.083,8,20,1178
CT-2343.02,-118.3258218,34.00678994,-4.149,-2.862,73,1.217,8,20,1181
CT-2345.01,-118.3244473,33.9974996,-4.071,-3.504,166,2.767,8,20,1179
CT-2345.02,-118.3244349,34.00187138,-4.07,-3.202,123,2.05,8,20,1179
CT-2346,-118.3276453,33.99221271,-4.255,-3.869,226,3.767,8,20,1177
CT-2347,-118.3276974,33.98722599,-4.258,-4.214,149,2.483,8,20,1177
CT-2348,-118.3220948,33.98182826,-3.937,-4.587,133,2.217,8,20,1177
CT-2349.01,-118.3286731,33.98179249,-4.314,-4.589,154,2.567,8,20,1177
CT-2349.02,-118.3341041,33.9822624,-4.625,-4.557,177,2.95,8,20,1177
CT-2351,-118.346336,33.98524712,-5.326,-4.351,141,2.35,8,20,912
CT-2352.01,-118.322127,33.97455837,-3.939,-5.089,145,2.417,8,20,1176
CT-2352.02,-118.3303882,33.97308501,-4.413,-5.191,140,2.333,8,20,1176
CT-2360.01,-118.3645399,34.01575667,-6.366,-2.243,158,2.633,8,20,913
CT-2361.01,-118.339621,34.01473919,-4.939,-2.313,124,2.067,8,20,1180
CT-2361.02,-118.3409929,34.00998298,-5.018,-2.641,135,2.25,8,20,1180
CT-2362.03,-118.3467828,34.01845997,-5.349,-2.056,192,3.2,8,20,1190
CT-2362.04,-118.3492017,34.01472137,-5.488,-2.314,133,2.217,8,20,1190
CT-2362.05,-118.3522378,34.01543171,-5.662,-2.265,151,2.517,8,20,1190
CT-2362.06,-118.3536096,34.01807607,-5.74,-2.082,111,1.85,8,20,950
CT-2364,-118.3512737,34.00670494,-5.607,-2.868,193,3.217,8,20,914
CT-2371.01,-118.2913894,33.98562827,-2.178,-4.324,321,5.35,8,20,1188
CT-2371.02,-118.2837357,33.98576015,-1.739,-4.315,266,4.433,8,20,1252
CT-2372.01,-118.2991271,33.9857305,-2.621,-4.317,226,3.767,8,20,1188
CT-2372.02,-118.3101674,33.98558028,-3.253,-4.328,281,4.683,8,20,1186
CT-2373,-118.3110836,33.97828808,-3.306,-4.832,225,3.75,8,20,1183
CT-2374.01,-118.2948206,33.97847239,-2.374,-4.819,278,4.633,8,20,1185
CT-2374.02,-118.3013464,33.97846668,-2.748,-4.819,149,2.483,8,20,1183
CT-2375,-118.2893215,33.97830714,-2.059,-4.83,159,2.65,8,20,1185
CT-2376,-118.2838841,33.97851837,-1.748,-4.816,199,3.317,8,20,1247
CT-2377.1,-118.2861486,33.97270074,-1.878,-5.218,402,6.7,8,20,1243
CT-2377.2,-118.2861633,33.96929115,-1.879,-5.453,414,6.9,8,20,1244
CT-2378,-118.2981335,33.97096491,-2.564,-5.338,162,2.7,8,20,1185
CT-2379,-118.3112046,33.97093413,-3.313,-5.34,240,4,8,20,1183
CT-2380,-118.3097372,33.94729931,-3.23,-6.973,285,4.75,8,20,1042
CT-2381,-118.3112111,33.96363281,-3.314,-5.844,207,3.45,8,20,1182
CT-2382,-118.2979899,33.96350061,-2.556,-5.853,207,3.45,8,20,1184
CT-2383.1,-118.2861196,33.96604837,-1.876,-5.677,288,4.8,8,20,1242
CT-2383.2,-118.286167,33.96215756,-1.879,-5.946,195,3.25,8,20,1238
CT-2384,-118.3090039,33.95635386,-3.188,-6.347,197,3.283,8,20,1182
CT-2392.01,-118.2771821,33.98578533,-1.364,-4.313,227,3.783,8,20,1253
CT-2392.02,-118.2649887,33.985683,-0.665,-4.321,762,12.7,8,20,1264
CT-2393.1,-118.2773184,33.97853396,-1.372,-4.815,440,7.333,8,20,1247
CT-2393.2,-118.2717506,33.97857244,-1.052,-4.812,252,4.2,8,20,1245
CT-2393.3,-118.263115,33.97839239,-0.558,-4.824,161,2.683,8,20,1250
CT-2395.01,-118.2629049,33.97299052,-0.546,-5.198,195,3.25,8,20,1250
CT-2395.02,-118.2630563,33.9693344,-0.554,-5.45,327,5.45,8,20,1250
CT-2396.01,-118.27531,33.9728418,-1.257,-5.208,194,3.233,8,20,1245
CT-2396.02,-118.2749144,33.96945536,-1.234,-5.442,313,5.217,8,20,1244
CT-2397.01,-118.2752753,33.96609679,-1.255,-5.674,376,6.267,8,20,1242
CT-2397.02,-118.2750128,33.96220683,-1.24,-5.943,298,4.967,8,20,1240
CT-2398.01,-118.2629439,33.96605807,-0.548,-5.677,243,4.05,8,20,1248
CT-2398.02,-118.2629611,33.96241277,-0.549,-5.928,478,7.967,8,20,1248
CT-2400.1,-118.2637953,33.95832072,-0.597,-6.211,240,4,8,20,1248
CT-2400.2,-118.2639002,33.95426895,-0.603,-6.491,356,5.933,8,20,1248
CT-2402,-118.2761537,33.95603854,-1.305,-6.369,352,5.867,8,20,1239
CT-2403.01,-118.2838152,33.95641092,-1.744,-6.343,147,2.45,8,20,1239
CT-2403.02,-118.2892918,33.95641896,-2.058,-6.343,156,2.6,8,20,1184
CT-2404.01,-118.285728,33.94992317,-1.854,-6.791,372,6.2,8,20,1145
CT-2404.02,-118.285491,33.9446941,-1.841,-7.153,163,2.717,8,20,1145
CT-2405,-118.2756776,33.94693189,-1.278,-6.998,526,8.767,8,20,1148
CT-2406,-118.2684181,33.94694988,-0.862,-6.997,508,8.467,8,20,1157
CT-2407,-118.259404,33.94702019,-0.345,-6.992,403,6.717,8,20,1157
CT-2408,-118.2611051,33.93980027,-0.443,-7.491,292,4.867,8,20,1157
CT-2409.01,-118.2593629,33.93250254,-0.343,-7.995,229,3.817,8,20,1153
CT-2409.02,-118.263738,33.93547247,-0.594,-7.79,369,6.15,8,20,1153
CT-2410.01,-118.2665631,33.92931071,-0.756,-8.216,267,4.45,8,20,1153
CT-2410.02,-118.2614145,33.92526663,-0.461,-8.495,267,4.45,8,20,1154
CT-2411.1,-118.2717098,33.93649895,-1.051,-7.719,345,5.75,8,20,1146
CT-2411.2,-118.2768484,33.93644951,-1.345,-7.722,250,4.167,8,20,1146
CT-2412.01,-118.285847,33.94024509,-1.861,-7.46,208,3.467,8,20,1145
CT-2412.02,-118.285765,33.93343611,-1.856,-7.931,384,6.4,8,20,1132
CT-2413,-118.2862499,33.9261379,-1.884,-8.435,145,2.417,8,20,1131
CT-2414,-118.2755717,33.92558732,-1.272,-8.473,230,3.833,8,20,1152
CT-2420,-118.2502277,33.93928703,0.181,-7.526,243,4.05,8,20,1167
CT-2421,-118.2323784,33.94563474,1.204,-7.088,179,2.983,8,20,1172
CT-2422.01,-118.2379759,33.95074182,0.883,-6.735,250,4.167,8,20,1168
CT-2422.02,-118.2404352,33.94656422,0.742,-7.024,215,3.583,8,20,1168
CT-2423,-118.2461267,33.9485109,0.416,-6.889,350,5.833,8,20,1167
CT-2426,-118.2502544,33.93238079,0.179,-8.004,305,5.083,8,20,1165
CT-2427,-118.2426608,33.9363585,0.615,-7.729,380,6.333,8,20,1166
CT-2430.01,-118.236257,33.93986772,0.982,-7.486,318,5.3,8,20,1168
CT-2430.02,-118.231449,33.9390115,1.257,-7.545,214,3.567,8,20,1173
CT-2431,-118.2351538,33.93269842,1.045,-7.982,538,8.967,8,20,1166
CT-2611.02,-118.4248559,34.11320663,-9.81,4.491,165,2.75,8,20,2403
CT-2611.03,-118.3864232,34.1175868,-7.611,4.794,83,1.383,8,20,2420
CT-2611.04,-118.4074813,34.1105383,-8.816,4.307,74,1.233,8,20,2403
CT-2612,-118.4440011,34.11268379,-10.905,4.455,167,2.783,8,20,2352
CT-2621,-118.4510248,34.09573525,-11.309,3.284,119,1.983,8,20,2342
CT-2622,-118.4698193,34.10174156,-12.384,3.699,228,3.8,8,20,2344
CT-2623.01,-118.4921348,34.10392842,-13.66,3.85,142,2.367,8,20,2343
CT-2623.02,-118.4768536,34.07512876,-12.79,1.86,135,2.25,8,20,769
CT-2623.03,-118.4868615,34.06607463,-13.364,1.234,136,2.267,8,20,360
CT-2624,-118.508641,34.09181917,-14.607,3.013,187,3.117,8,20,2343
CT-2625.01,-118.5206178,34.04998384,-15.299,0.122,202,3.367,8,20,352
CT-2626.01,-118.5558023,34.07383918,-17.309,1.771,173,2.883,8,20,350
CT-2626.04,-118.5484244,34.05132502,-16.891,0.215,269,4.483,8,20,350
CT-2627.04,-118.5415221,34.04128591,-16.498,-0.479,173,2.883,8,20,350
CT-2627.06,-118.526466,34.03643823,-15.637,-0.813,194,3.233,8,20,352
CT-2628.02,-118.5082678,34.04223133,-14.594,-0.413,172,2.867,8,20,352
CT-2640,-118.4815142,34.05455465,-13.06,0.438,138,2.3,8,20,360
CT-2641.02,-118.4693893,34.05951343,-12.365,0.781,101,1.683,8,20,766
CT-2641.03,-118.4662886,34.05498197,-12.188,0.468,92,1.533,8,20,763
CT-2643.03,-118.4660573,34.05145397,-12.176,0.224,92,1.533,8,20,763
CT-2643.04,-118.4624397,34.05052316,-11.969,0.16,114,1.9,8,20,763
CT-2643.05,-118.4789073,34.04768786,-12.912,-0.036,224,3.733,8,20,757
CT-2643.06,-118.4691451,34.0453387,-12.353,-0.198,78,1.3,8,20,757
CT-2651,-118.4288617,34.07372005,-10.044,1.763,107,1.783,8,20,816
CT-2652.01,-118.4364214,34.06683236,-10.477,1.287,122,2.033,8,20,816
CT-2652.03,-118.4382637,34.06211816,-10.583,0.961,58,0.967,8,20,813
CT-2652.04,-118.4446204,34.06165574,-10.947,0.929,41,0.683,8,20,813
CT-2653.01,-118.4454465,34.07107364,-10.993,1.58,392,6.533,8,20,813
CT-2653.03,-118.4534229,34.06727885,-11.45,1.318,153,2.55,8,20,772
CT-2653.04,-118.4511732,34.06775948,-11.321,1.351,71,1.183,8,20,772
CT-2653.06,-118.4489441,34.06573848,-11.194,1.211,52,0.867,8,20,810
CT-2653.07,-118.4490735,34.06139673,-11.202,0.911,72,1.2,8,20,810
CT-2654.1,-118.4632571,34.06560746,-12.013,1.202,92,1.533,8,20,766
CT-2654.2,-118.4594548,34.07044656,-11.795,1.536,86,1.433,8,20,768
CT-2655.21,-118.4448375,34.05670789,-10.96,0.587,71,1.183,8,20,813
CT-2655.22,-118.4414999,34.05637397,-10.769,0.564,72,1.2,8,20,813
CT-2655.23,-118.4387073,34.05203409,-10.61,0.264,86,1.433,8,20,814
CT-2655.24,-118.4453329,34.05085621,-10.989,0.183,104,1.733,8,20,805
CT-2656.01,-118.4327381,34.05586474,-10.268,0.529,142,2.367,8,20,814
CT-2656.02,-118.4341692,34.06024576,-10.349,0.832,123,2.05,8,20,816
CT-2657.01,-118.4220997,34.06274023,-9.658,1.004,67,1.117,8,20,815
CT-2657.02,-118.4273491,34.06426653,-9.958,1.109,116,1.933,8,20,816
CT-2671.01,-118.4280094,34.05079586,-9.997,0.179,141,2.35,8,20,814
CT-2671.02,-118.4218668,34.0539722,-9.645,0.398,114,1.9,8,20,815
CT-2672.01,-118.4403016,34.04430696,-10.702,-0.27,108,1.8,8,20,785
CT-2672.02,-118.4339908,34.047061,-10.34,-0.079,141,2.35,8,20,814
CT-2673,-118.4497053,34.04520913,-11.24,-0.207,150,2.5,8,20,764
CT-2674.03,-118.4566422,34.04749895,-11.637,-0.049,125,2.083,8,20,763
CT-2674.04,-118.4605455,34.04563627,-11.861,-0.178,128,2.133,8,20,763
CT-2674.05,-118.4672696,34.04120942,-12.246,-0.484,86,1.433,8,20,758
CT-2674.06,-118.4638846,34.04342558,-12.052,-0.331,53,0.883,8,20,763
CT-2675.02,-118.4621738,34.03755505,-11.955,-0.736,110,1.833,8,20,761
CT-2675.03,-118.4542414,34.04249046,-11.5,-0.395,84,1.4,8,20,764
CT-2675.04,-118.4574996,34.04045389,-11.687,-0.536,160,2.667,8,20,763
CT-2676,-118.4524735,34.03408456,-11.4,-0.976,85,1.417,8,20,776
CT-2677,-118.4441702,34.03872659,-10.924,-0.655,103,1.717,8,20,782
CT-2678,-118.4306933,34.03958481,-10.152,-0.596,123,2.05,8,20,800
CT-2679.01,-118.4137282,34.05646091,-9.179,0.57,100,1.667,8,20,801
CT-2679.02,-118.4202104,34.04755704,-9.551,-0.045,141,2.35,8,20,801
CT-2690,-118.4038372,34.04211413,-8.614,-0.421,184,3.067,8,20,925
CT-2691,-118.3948375,34.0530753,-8.098,0.336,207,3.45,8,20,932
CT-2693,-118.4139428,34.04044588,-9.193,-0.537,215,3.583,8,20,925
CT-2695,-118.3938,34.04338615,-8.04,-0.333,222,3.7,8,20,930
CT-2696.01,-118.379464,34.04185949,-7.219,-0.439,146,2.433,8,20,946
CT-2696.02,-118.3844942,34.04327364,-7.507,-0.341,115,1.917,8,20,930
CT-2697,-118.3871651,34.03634086,-7.66,-0.82,127,2.117,8,20,930
CT-2698,-118.3968233,34.03204989,-8.214,-1.117,102,1.7,8,20,928
CT-2699.03,-118.4064885,34.02090798,-8.768,-1.887,123,2.05,8,20,916
CT-2699.05,-118.4018929,34.02186227,-8.505,-1.821,57,0.95,8,20,916
CT-2699.06,-118.4031868,34.0249641,-8.579,-1.606,119,1.983,8,20,916
CT-2699.07,-118.4067221,34.02805176,-8.781,-1.393,78,1.3,8,20,926
CT-2699.08,-118.4132226,34.02969165,-9.153,-1.28,46,0.767,8,20,918
CT-2699.09,-118.4105789,34.02596308,-9.002,-1.537,90,1.5,8,20,918
CT-2701.01,-118.3947478,34.02822503,-8.095,-1.381,74,1.233,8,20,928
CT-2701.02,-118.3983311,34.02567653,-8.301,-1.557,109,1.817,8,20,927
CT-2702,-118.3807031,34.03333494,-7.291,-1.028,146,2.433,8,20,930
CT-2703,-118.3708624,34.03973353,-6.727,-0.586,102,1.7,8,20,959
CT-2711,-118.4268253,34.03391734,-9.932,-0.988,104,1.733,8,20,798
